t,x,y,yaw,u,v,r
0,0,0,3.12413936106985,1,0,0
0.10000000000000001,-0.099998628429321473,0.00093649127050876926,3.1247905270853154,1,0.015003772933634389,0.012577903516454984
0.20000000000000001,-0.20001736182803934,0.00056085401328616401,3.1264889233573099,1,0.023390702623632954,0.020545331775659023
0.30000000000000004,-0.300042783561417,-0.00056062832625623392,3.1287683453923876,1,0.026309947550830826,0.024500915936383736
0.40000000000000002,-0.4000665043391608,-0.0020343172909356695,3.1313058542439709,1,0.025861943782143793,0.025908670466383857
0.5,-0.50008475565954691,-0.0036125733796192566,3.1338987058901053,1,0.023432061012782061,0.025741319954733281
0.60000000000000009,-0.60009670307211993,-0.0051445118260737433,3.1364237652744245,1,0.019923300310670831,0.024640567439040063
0.70000000000000007,-0.70010308361616114,-0.0065427586017318988,3.1388101901112919,1,0.015915313768949446,0.023025625309199216
0.80000000000000004,-0.80010530159167914,-0.0077611302464429327,3.1410210968721324,1,0.011772355120506724,0.021166639396214694
0.90000000000000002,-0.90010489990723319,-0.008779727449493506,3.1430413001010979,1,0.0077161959596399599,0.019234301460181097
1,-1.0001032881087331,-0.0095950378150240385,3.1448691526423445,1,0.0038751720831660674,0.017333320957667969
1.1000000000000001,-1.1001016281100153,-0.010213410686777733,3.1465111501934251,1,0.00031704308946368595,0.015524963270568189
1.2000000000000002,-1.2001008084742808,-0.010646800203069694,3.1479783951195643,1,-0.0029288223956488845,0.013842187463966859
1.3,-1.3001014628764329,-0.010910096530390184,3.1492843071873033,1,-0.0058559277557726159,0.012299779684902512
1.4000000000000001,-1.4001040071247841,-0.011019451534867308,3.1504431673594895,1,-0.0084723528828505815,0.010901106526833943
1.5,-1.5001086816620206,-0.010991159694317498,3.1514692153163577,1,-0.010794926821559182,0.0096425889679785624
1.6000000000000001,-1.6001155920909065,-0.010840971999274021,3.1523761124938905,1,-0.012845080926965659,0.0085166422091577047
1.7000000000000002,-1.7001247444360414,-0.010583704786348933,3.1531766441210749,1,-0.014646184363621204,0.0075135857784539902
1.8,-1.8001360741805807,-0.010233040615633361,3.1538825754666195,1,-0.01622187168537793,0.0066228648923160049
1.9000000000000001,-1.9001494692737599,-0.0098014520787323266,3.154504605702078,1,-0.017595029500552528,0.0058338133238538693
2,-2.0001647878207192,-0.0093002023425621319,3.1550523818139768,1,-0.018787217273695225,0.005136113001312761
2.1000000000000001,-2.1001818713317562,-0.0087393917593584346,3.1555345478114063,1,-0.019818370721591701,0.0045200547557241594
2.2000000000000002,-2.2002005543955594,-0.0081280303665339088,3.1559588130845837,1,-0.020706686088584874,0.0039766702613671248
2.3000000000000003,-2.3002206715477747,-0.0074741231709431182,3.1563320295351036,1,-0.021468617365808743,0.0034977819764865294
2.4000000000000004,-2.4002420619855136,-0.0067847598581727868,3.1566602709426204,1,-0.022118941380113877,0.0030760022057548506
2.5,-2.5002645726571773,-0.0060662037364579025,3.1569489105808244,1,-0.022670861115788837,0.002704701835244724
